    8.535178  -31.876880    0.942157
    9.933388  -31.770595    0.527526
   11.315266  -31.612047    0.112025
   12.679011  -31.402810   -0.303659
   14.022954  -31.144504   -0.718871
   15.345559  -30.838786   -1.132992
   16.645420  -30.487342   -1.545435
   17.921253  -30.091871   -1.955649
   19.171893  -29.654083   -2.363116
   20.396288  -29.175686   -2.767350
   21.593493  -28.658382   -3.167896
   22.762664  -28.103860   -3.564330
   23.903053  -27.513791   -3.956259
   25.014001  -26.889824   -4.343316
   26.094935  -26.233582   -4.725162
   27.145357  -25.546657   -5.101484
   28.164844  -24.830612   -5.471994
   29.153042  -24.086973   -5.836425
   30.109657  -23.317234   -6.194534
   31.034456  -22.522849   -6.546099
   31.927257  -21.705235   -6.890914
   32.787929  -20.865773   -7.228796
   33.616385  -20.005805   -7.559576
   34.412581  -19.126633   -7.883102
   35.176511  -18.229522   -8.199236
   35.908202  -17.315700   -8.507857
   36.607715  -16.386356   -8.808854
   37.275137  -15.442644   -9.102130
   37.910584  -14.485682   -9.387598
   38.514195  -13.516551   -9.665183
   39.086130  -12.536300   -9.934819
   39.626568  -11.545944  -10.196450
   40.135706  -10.546465  -10.450027
   40.613757   -9.538815  -10.695511
   41.060949   -8.523914  -10.932868
   41.477520   -7.502653  -11.162072
   41.863721   -6.475898  -11.383104
   42.219814   -5.444482  -11.595949
   42.546068   -4.409216  -11.800599
   42.842759   -3.370884  -11.997049
   43.110173   -2.330247  -12.185302
   43.348600   -1.288041  -12.365361
   43.558336   -0.244981  -12.537237
   43.739680    0.798240  -12.700940
   43.892936    1.840951  -12.856488
   44.018412    2.882498  -13.003899
   44.116419    3.922248  -13.143195
   44.187267    4.959584  -13.274400
   44.231273    5.993910  -13.397542
   44.248751    7.024641  -13.512648
   44.240019    8.051213  -13.619751
   44.205395    9.073074  -13.718883
   44.145197   10.089687  -13.810078
   44.059746   11.100529  -13.893373
   43.949360   12.105091  -13.968805
   43.814359   13.102873  -14.036415
   43.655063   14.093391  -14.096241
   43.471792   15.076170  -14.148325
   43.264864   16.050745  -14.192710
   43.034598   17.016663  -14.229440
   42.781314   17.973480  -14.258558
   42.505330   18.920761  -14.280111
   42.206964   19.858080  -14.294145
   41.886533   20.785017  -14.300705
   41.544354   21.701164  -14.299842
   41.180745   22.606117  -14.291601
   40.796023   23.499481  -14.276034
   40.390503   24.380865  -14.253188
   39.964502   25.249886  -14.223116
   39.518337   26.106169  -14.185866
   39.052323   26.949339  -14.141492
   38.566778   27.779031  -14.090046
   38.062017   28.594883  -14.031579
   37.538357   29.396538  -13.966145
   36.996117   30.183642  -13.893798
   36.435613   30.955845  -13.814593
   35.857166   31.712804  -13.728584
   35.261093   32.454175  -13.635827
   34.647716   33.179620  -13.536378
   34.017357   33.888802  -13.430295
   33.370340   34.581388  -13.317634
   32.706988   35.257048  -13.198455
   32.027628   35.915452  -13.072816
   31.332590   36.556273  -12.940778
   30.622203   37.179187  -12.802400
   29.896801   37.783871  -12.657745
   29.156720   38.370003  -12.506875
   28.402298   38.937263  -12.349854
   27.633877   39.485330  -12.186745
   26.851802   40.013887  -12.017615
   26.056421   40.522616  -11.842530
   25.248088   41.011200  -11.661557
   24.427158   41.479323  -11.474767
   23.593993   41.926669  -11.282229
   22.748959   42.352923  -11.084015
   21.892426   42.757770  -10.880199
   21.024772   43.140894  -10.670856
   20.146379   43.501980  -10.456062
   19.257634   43.840713  -10.235895
   18.358932   44.156779  -10.010436
   17.450676   44.449862   -9.779767
   16.533274   44.719648   -9.543972
   15.607142   44.965820   -9.303138
   14.672706   45.188064   -9.057354
   13.730399   45.386064   -8.806710
   12.780663   45.559505   -8.551301
   11.823949   45.708071   -8.291224
   10.860720   45.831446   -8.026577
    9.891448   45.929316   -7.757464
    8.916616   46.001365   -7.483990
    7.936719   46.047280   -7.206264
    6.952264   46.066745   -6.924399
    5.963772   46.059448   -6.638512
    4.971775   46.025076   -6.348723
    3.976821   45.963320   -6.055157
    2.979473   45.873869   -5.757943
    1.980307   45.756416   -5.457215
    0.979917   45.610656   -5.153111
   -0.021086   45.436287   -4.845775
   -1.022074   45.233010   -4.535356
   -2.022401   45.000529   -4.222010
   -3.021400   44.738552   -3.905897
   -4.018387   44.446794   -3.587184
   -5.012653   44.124975   -3.266046
   -6.003471   43.772819   -2.942662
   -6.990091   43.390061   -2.617222
   -7.971736   42.976441   -2.289922
   -8.947608   42.531711   -1.960964
   -9.916883   42.055631   -1.630561
  -10.878709   41.547975   -1.298935
  -11.832209   41.008529   -0.966316
  -12.776477   40.437093   -0.632944
  -13.710575   39.833484   -0.299069
  -14.633540   39.197538    0.035048
  -15.544375   38.529108    0.369134
  -16.442051   37.828071    0.702908
  -17.325508   37.094328    1.036072
  -18.193651   36.327807    1.368320
  -19.045353   35.528464    1.699330
  -19.879449   34.696289    2.028769
  -20.694743   33.831305    2.356288
  -21.490001   32.933575    2.681525
  -22.263955   32.003204    3.004102
  -23.015299   31.040342    3.323628
  -23.742693   30.045188    3.639695
  -24.444764   29.017996    3.951878
  -25.120102   27.959079    4.259739
  -25.767265   26.868811    4.562821
  -26.384779   25.747636    4.860652
  -26.971142   24.596069    5.152743
  -27.524821   23.414707    5.438590
  -28.044262   22.204228    5.717670
  -28.527889   20.965402    5.989447
  -28.974106   19.699093    6.253370
  -29.381309   18.406267    6.508871
  -29.747884   17.087999    6.755370
  -30.072216   15.745475    6.992276
  -30.352700   14.380003    7.218985
  -30.587742   12.993011    7.434886
  -30.775772   11.586060    7.639358
  -30.915255   10.160843    7.831779
