  -20.474281   25.547081   -9.842432
  -20.472353   25.662640   -9.861055
  -20.467580   25.774632   -9.878307
  -20.459984   25.883069   -9.894197
  -20.449587   25.987962   -9.908732
  -20.436407   26.089320   -9.921920
  -20.420465   26.187151   -9.933766
  -20.401779   26.281463   -9.944277
  -20.380366   26.372262   -9.953459
  -20.356243   26.459555   -9.961317
  -20.329426   26.543345   -9.967857
  -20.299930   26.623638   -9.973084
  -20.267769   26.700435   -9.977001
  -20.232956   26.773740   -9.979613
  -20.195506   26.843554   -9.980924
  -20.155429   26.909877   -9.980937
  -20.112737   26.972709   -9.979655
  -20.067441   27.032048   -9.977081
  -20.019551   27.087894   -9.973217
  -19.969077   27.140242   -9.968066
  -19.916027   27.189089   -9.961629
  -19.860409   27.234432   -9.953907
  -19.802231   27.276263   -9.944903
  -19.741500   27.314577   -9.934616
  -19.678222   27.349367   -9.923048
  -19.612402   27.380625   -9.910197
  -19.544045   27.408342   -9.896066
  -19.473157   27.432508   -9.880652
  -19.399741   27.453112   -9.863955
  -19.323799   27.470143   -9.845974
  -19.245335   27.483589   -9.826708
  -19.164351   27.493435   -9.806156
  -19.080847   27.499667   -9.784314
  -18.994826   27.502270   -9.761181
  -18.906287   27.501228   -9.736754
  -18.815229   27.496522   -9.711030
  -18.721652   27.488135   -9.684006
  -18.625554   27.476046   -9.655679
  -18.526934   27.460236   -9.626043
  -18.425787   27.440682   -9.595094
  -18.322111   27.417361   -9.562829
  -18.215902   27.390249   -9.529241
  -18.107155   27.359321   -9.494326
  -17.995864   27.324551   -9.458077
  -17.882024   27.285909   -9.420489
  -17.765629   27.243367   -9.381553
  -17.646670   27.196894   -9.341265
  -17.525139   27.146459   -9.299615
  -17.401028   27.092027   -9.256596
  -17.274328   27.033563   -9.212199
  -17.145028   26.971030   -9.166416
  -17.013118   26.904391   -9.119237
  -16.878585   26.833604   -9.070653
  -16.741417   26.758629   -9.020652
  -16.601600   26.679420   -8.969225
  -16.459122   26.595933   -8.916359
  -16.313965   26.508119   -8.862042
  -16.166115   26.415929   -8.806262
  -16.015555   26.319310   -8.749006
  -15.862267   26.218207   -8.690260
  -15.706231   26.112564   -8.630008
  -15.547428   26.002320   -8.568237
  -15.385838   25.887413   -8.504928
  -15.221437   25.767779   -8.440067
  -15.054203   25.643348   -8.373634
  -14.884112   25.514050   -8.305612
  -14.711137   25.379809   -8.235981
  -14.535251   25.240546   -8.164720
  -14.356427   25.096181   -8.091809
  -14.174634   24.946625   -8.017224
  -13.989841   24.791790   -7.940942
  -13.802014   24.631579   -7.862939
  -13.611120   24.465894   -7.783188
  -13.417122   24.294628   -7.701662
  -13.219981   24.117673   -7.618332
  -13.019657   23.934910   -7.533168
  -12.816107   23.746218   -7.446138
  -12.609288   23.551468   -7.357207
  -12.399152   23.350522   -7.266342
  -12.185650   23.143237   -7.173503
  -11.968729   22.929459   -7.078653
  -11.748335   22.709028   -6.981748
  -11.524409   22.481770   -6.882744
  -11.296891   22.247504   -6.781595
  -11.065716   22.006035   -6.678250
  -10.830815   21.757157   -6.572657
  -10.592115   21.500650   -6.464760
  -10.349542   21.236278   -6.354497
  -10.103012   20.963788   -6.241805
   -9.852440   20.682911   -6.126616
   -9.597733   20.393354   -6.008856
   -9.338795   20.094806   -5.888446
   -9.075521   19.786927   -5.765303
   -8.807799   19.469351   -5.639334
   -8.535511   19.141682   -5.510442
   -8.258529   18.803487   -5.378519
   -7.976717   18.454295   -5.243451
   -7.689928   18.093587   -5.105110
   -7.398003   17.720797   -4.963361
   -7.100772   17.335296   -4.818052
   -6.798050   16.936390   -4.669017
   -6.489637   16.523305   -4.516073
   -6.175315   16.095174   -4.359017
   -5.854846   15.651023   -4.197622
   -5.527971   15.189747   -4.031634
   -5.194405   14.710086   -3.860766
   -4.853835   14.210591   -3.684693
   -4.505917   13.689582   -3.503042
   -4.150270   13.145093   -3.315382
   -3.786473   12.574790   -3.121211
   -3.414061   11.975874   -2.919938
   -3.032518   11.344930   -2.710857
   -2.641280   10.677718   -2.493109
   -2.239740    9.968856   -2.265636
   -1.827264    9.211323   -2.027102
   -1.403256    8.395653   -1.775774
   -0.967303    7.508518   -1.509331
   -0.519583    6.530039   -1.224525
   -0.062037    5.428082   -0.916565
    0.397589    4.144065   -0.577863
    0.827247    2.547690   -0.195605
    1.017938    0.215365    0.243158
   -3.461141   -3.104943   -0.433562
   -7.750026   -6.254630   -1.086457
  -11.995774   -9.369504   -1.733305
  -16.222851  -12.469793   -2.377454
  -20.439541  -15.562100   -3.020082
  -24.649621  -18.649373   -3.661733
  -28.855127  -21.733186   -4.302705
  -33.057278  -24.814473   -4.943176
  -37.256866  -27.893834   -5.583264
  -41.454429  -30.971680   -6.223049
  -45.650353  -34.048302   -6.862587
  -49.844924  -37.123914   -7.501922
  -54.038358  -40.198680   -8.141086
  -58.230823  -43.272725   -8.780104
  -62.422453  -46.346149   -9.418996
  -66.613356  -49.419033  -10.057779
  -70.803620  -52.491444  -10.696465
  -74.993318  -55.563434  -11.335065
  -79.182510  -58.635050  -11.973589
  -83.371250  -61.706331  -12.612045
  -87.559580  -64.777309  -13.250438
  -91.747540  -67.848013  -13.888776
  -95.935161  -70.918466  -14.527062
 -100.122473  -73.988691  -15.165302
 -104.309501  -77.058706  -15.803498
 -108.496268  -80.128528  -16.441655
 -112.682792  -83.198171  -17.079775
 -116.869092  -86.267648  -17.717861
 -121.055183  -89.336971  -18.355915
 -125.241079  -92.406150  -18.993940
 -129.426794  -95.475196  -19.631938
 -133.612339  -98.544115  -20.269909
 -137.797723 -101.612917  -20.907857
 -141.982957 -104.681608  -21.545781
 -146.168050 -107.750195  -22.183684
 -150.353009 -110.818683  -22.821567
 -154.537842 -113.887078  -23.459431
 -158.722555 -116.955385  -24.097276
 -162.907155 -120.023609  -24.735104
 -167.091648 -123.091753  -25.372916
 -171.276038 -126.159821  -26.010712
 -175.460330 -129.227819  -26.648494
 -179.644530 -132.295747  -27.286261
 -183.828641 -135.363611  -27.924015
 -188.012668 -138.431412  -28.561757
 -192.196614 -141.499154  -29.199485
 -196.380483 -144.566838  -29.837203
 -200.564277 -147.634469  -30.474908
 -204.748000 -150.702046  -31.112604
 -208.931655 -153.769574  -31.750288
 -213.115245 -156.837054  -32.387963
 -217.298772 -159.904487  -33.025628
 -221.482238 -162.971875  -33.663284
 -225.665646 -166.039221  -34.300931
 -229.848997 -169.106525  -34.938570
 -234.032295 -172.173790  -35.576200
 -238.215540 -175.241016  -36.213823
 -242.398735 -178.308205  -36.851437
 -246.581881 -181.375358  -37.489045
 -250.764980 -184.442477  -38.126645
 -254.948034 -187.509562  -38.764238
 -259.131043 -190.576615  -39.401825
 -263.314010 -193.643636  -40.039405
 -267.496936 -196.710627  -40.676979
 -271.679822 -199.777589  -41.314546
 -275.862669 -202.844522  -41.952108
 -280.045478 -205.911428  -42.589664
 -284.228251 -208.978306  -43.227215
 -288.410989 -212.045159  -43.864760
 -292.593692 -215.111986  -44.502300
 -296.776361 -218.178789  -45.139835
 -300.958999 -221.245568  -45.777365
 -305.141604 -224.312323  -46.414890
 -309.324179 -227.379056  -47.052411
 -313.506724 -230.445767  -47.689927
 -317.689239 -233.512457  -48.327438
 -321.871727 -236.579126  -48.964945
 -326.054187 -239.645774  -49.602448
 -330.236619 -242.712403  -50.239947
 -334.419026 -245.779012  -50.877442
 -338.601407 -248.845603  -51.514933
 -342.783763 -251.912175  -52.152420
 -346.966094 -254.978729  -52.789903
 -351.148402 -258.045266  -53.427383
 -355.330687 -261.111786  -54.064860
 -359.512949 -264.178289  -54.702332
 -363.695189 -267.244776  -55.339802
 -367.877407 -270.311247  -55.977268
 -372.059604 -273.377702  -56.614731
 -376.241780 -276.444142  -57.252191
 -380.423936 -279.510568  -57.889648
 -384.606072 -282.576978  -58.527101
 -388.788189 -285.643375  -59.164552
 -392.970287 -288.709757  -59.802000
 -397.152366 -291.776126  -60.439445
 -401.334428 -294.842482  -61.076887
 -405.516471 -297.908825  -61.714327
 -409.698497 -300.975154  -62.351764
 -413.880506 -304.041472  -62.989198
 -418.062498 -307.107777  -63.626630
 -422.244474 -310.174069  -64.264060
 -426.426434 -313.240351  -64.901486
 -430.608378 -316.306620  -65.538911
 -434.790306 -319.372878  -66.176333
 -438.972220 -322.439125  -66.813753
 -443.154118 -325.505361  -67.451170
 -447.336002 -328.571587  -68.088586
 -451.517872 -331.637802  -68.725999
 -455.699728 -334.704006  -69.363410
 -459.881570 -337.770201  -70.000819
 -464.063398 -340.836385  -70.638226
 -468.245213 -343.902560  -71.275631
 -472.427015 -346.968725  -71.913033
 -476.608804 -350.034881  -72.550434
 -480.790580 -353.101027  -73.187833
 -484.972344 -356.167165  -73.825230
 -489.154096 -359.233293  -74.462626
 -493.335836 -362.299413  -75.100019
 -497.517564 -365.365524  -75.737411
 -501.699281 -368.431626  -76.374800
 -505.880986 -371.497720  -77.012189
 -510.062680 -374.563806  -77.649575
 -514.244363 -377.629884  -78.286960
 -518.426035 -380.695954  -78.924343
 -522.607696 -383.762016  -79.561724
 -526.789347 -386.828070  -80.199104
 -530.970988 -389.894117  -80.836482
 -535.152618 -392.960156  -81.473859
 -539.334239 -396.026188  -82.111234
 -543.515849 -399.092212  -82.748608
 -547.697450 -402.158230  -83.385980
 -551.879041 -405.224240  -84.023351
 -556.060623 -408.290244  -84.660721
 -560.242196 -411.356241  -85.298089
 -564.423760 -414.422231  -85.935455
 -568.605314 -417.488214  -86.572820
 -572.786860 -420.554191  -87.210184
 -576.968397 -423.620162  -87.847547
 -581.149925 -426.686126  -88.484908
 -585.331445 -429.752084  -89.122268
 -589.512956 -432.818036  -89.759626
 -593.694460 -435.883982  -90.396984
 -597.875955 -438.949922  -91.034340
 -602.057442 -442.015856  -91.671695
 -606.238921 -445.081784  -92.309049
 -610.420392 -448.147706  -92.946401
 -614.601856 -451.213623  -93.583752
 -618.783312 -454.279534  -94.221103
 -622.964761 -457.345440  -94.858452
 -627.146202 -460.411340  -95.495800
 -631.327636 -463.477235  -96.133146
 -635.509063 -466.543125  -96.770492
 -639.690482 -469.609009  -97.407837
 -643.871895 -472.674889  -98.045180
 -648.053301 -475.740763  -98.682523
 -652.234700 -478.806632  -99.319864
 -656.416092 -481.872497  -99.957205
 -660.597477 -484.938356 -100.594544
 -664.778856 -488.004211 -101.231883
 -668.960229 -491.070060 -101.869220
 -673.141595 -494.135905 -102.506557
 -677.322955 -497.201746 -103.143892
 -681.504308 -500.267582 -103.781227
 -685.685655 -503.333413 -104.418561
 -689.866997 -506.399240 -105.055893
 -694.048332 -509.465063 -105.693225
 -698.229661 -512.530881 -106.330556
 -702.410984 -515.596694 -106.967886
 -706.592302 -518.662504 -107.605215
 -710.773614 -521.728309 -108.242543
 -714.954920 -524.794110 -108.879871
 -719.136220 -527.859907 -109.517197
 -723.317515 -530.925700 -110.154523
 -727.498805 -533.991489 -110.791848
 -731.680089 -537.057274 -111.429172
 -735.861368 -540.123055 -112.066495
 -740.042641 -543.188832 -112.703817
 -744.223909 -546.254606 -113.341139
 -748.405172 -549.320375 -113.978460
 -752.586430 -552.386141 -114.615780
 -756.767683 -555.451903 -115.253099
 -760.948931 -558.517661 -115.890417
 -765.130174 -561.583416 -116.527735
 -769.311412 -564.649167 -117.165052
 -773.492645 -567.714915 -117.802368
 -777.673873 -570.780659 -118.439684
 -781.855097 -573.846399 -119.076999
 -786.036316 -576.912136 -119.714313
 -790.217530 -579.977870 -120.351626
 -794.398740 -583.043600 -120.988939
 -798.579945 -586.109327 -121.626251
 -802.761146 -589.175051 -122.263562
 -806.942342 -592.240771 -122.900873
 -811.123534 -595.306489 -123.538183
 -815.304721 -598.372203 -124.175492
 -819.485904 -601.437913 -124.812801
 -823.667083 -604.503621 -125.450109
 -827.848258 -607.569326 -126.087416
 -832.029428 -610.635027 -126.724723
 -836.210594 -613.700726 -127.362029
 -840.391757 -616.766421 -127.999334
 -844.572915 -619.832114 -128.636639
 -848.754069 -622.897803 -129.273943
