  -20.474281   25.547081    0.000000
  -20.472154   25.662392    0.000000
  -20.466789   25.773642    0.000000
  -20.458211   25.880847    0.000000
  -20.446444   25.984018    0.000000
  -20.431511   26.083166    0.000000
  -20.413434   26.178300    0.000000
  -20.392235   26.269430    0.000000
  -20.367933   26.356562    0.000000
  -20.340547   26.439704    0.000000
  -20.310094   26.518859    0.000000
  -20.276591   26.594033    0.000000
  -20.240054   26.665227    0.000000
  -20.200499   26.732443    0.000000
  -20.157937   26.795683    0.000000
  -20.112384   26.854945    0.000000
  -20.063851   26.910227    0.000000
  -20.012348   26.961528    0.000000
  -19.957887   27.008843    0.000000
  -19.900477   27.052167    0.000000
  -19.840127   27.091494    0.000000
  -19.776844   27.126817    0.000000
  -19.710636   27.158127    0.000000
  -19.641509   27.185415    0.000000
  -19.569468   27.208670    0.000000
  -19.494518   27.227881    0.000000
  -19.416663   27.243034    0.000000
  -19.335905   27.254115    0.000000
  -19.252248   27.261108    0.000000
  -19.165692   27.263997    0.000000
  -19.076239   27.262764    0.000000
  -18.983887   27.257390    0.000000
  -18.888637   27.247853    0.000000
  -18.790486   27.234132    0.000000
  -18.689432   27.216204    0.000000
  -18.585472   27.194043    0.000000
  -18.478601   27.167624    0.000000
  -18.368815   27.136918    0.000000
  -18.256107   27.101896    0.000000
  -18.140472   27.062528    0.000000
  -18.021900   27.018780    0.000000
  -17.900385   26.970618    0.000000
  -17.775916   26.918006    0.000000
  -17.648484   26.860907    0.000000
  -17.518076   26.799279    0.000000
  -17.384682   26.733082    0.000000
  -17.248287   26.662271    0.000000
  -17.108877   26.586801    0.000000
  -16.966438   26.506622    0.000000
  -16.820953   26.421684    0.000000
  -16.672404   26.331934    0.000000
  -16.520773   26.237317    0.000000
  -16.366041   26.137773    0.000000
  -16.208185   26.033242    0.000000
  -16.047184   25.923659    0.000000
  -15.883015   25.808957    0.000000
  -15.715651   25.689065    0.000000
  -15.545068   25.563909    0.000000
  -15.371236   25.433412    0.000000
  -15.194126   25.297491    0.000000
  -15.013708   25.156061    0.000000
  -14.829947   25.009032    0.000000
  -14.642810   24.856308    0.000000
  -14.452260   24.697791    0.000000
  -14.258259   24.533375    0.000000
  -14.060765   24.362950    0.000000
  -13.859735   24.186399    0.000000
  -13.655125   24.003600    0.000000
  -13.446886   23.814422    0.000000
  -13.234969   23.618728    0.000000
  -13.019319   23.416375    0.000000
  -12.799880   23.207207    0.000000
  -12.576594   22.991063    0.000000
  -12.349397   22.767770    0.000000
  -12.118223   22.537144    0.000000
  -11.883001   22.298991    0.000000
  -11.643657   22.053101    0.000000
  -11.400111   21.799254    0.000000
  -11.152280   21.537213    0.000000
  -10.900074   21.266723    0.000000
  -10.643398   20.987512    0.000000
  -10.382152   20.699288    0.000000
  -10.116226   20.401735    0.000000
   -9.845507   20.094514    0.000000
   -9.569870   19.777256    0.000000
   -9.289183   19.449562    0.000000
   -9.003304   19.110999    0.000000
   -8.712081   18.761091    0.000000
   -8.415350   18.399321    0.000000
   -8.112932   18.025118    0.000000
   -7.804636   17.637854    0.000000
   -7.490252   17.236833    0.000000
   -7.169554   16.821281    0.000000
   -6.842293   16.390331    0.000000
   -6.508198   15.943010    0.000000
   -6.166970   15.478216    0.000000
   -5.818280   14.994695    0.000000
   -5.461765   14.491006    0.000000
   -5.097020   13.965481    0.000000
   -4.723593   13.416169    0.000000
   -4.340979   12.840764    0.000000
   -3.948611   12.236504    0.000000
   -3.545847   11.600028    0.000000
   -3.131964   10.927179    0.000000
   -2.706147   10.212694    0.000000
   -2.267489    9.449745    0.000000
   -1.815004    8.629173    0.000000
   -1.347705    7.738170    0.000000
   -0.864842    6.757803    0.000000
   -0.366673    5.657841    0.000000
    0.142754    4.384149    0.000000
    0.642716    2.819758    0.000000
    0.993984    0.603008    0.000000
   -2.194737   -3.761303    0.000000
   -5.234734   -7.870732    0.000000
   -8.240044  -11.928008    0.000000
  -11.230220  -15.963377    0.000000
  -14.211944  -19.986731    0.000000
  -17.188275  -24.002501    0.000000
  -20.160868  -28.013051    0.000000
  -23.130716  -32.019787    0.000000
